site,DayOfYear,DetailedQA,EVI,NDVI,SummaryQA,date
QHI,56.13811189,9276.756993,-771.5769231,-553.3968531,2.687062937,2000-02-18T00:00:00
Kanger,58.54493984,18504.39561,361.7735315,245.0417551,2.363765039,2000-02-18T00:00:00
QHI,72.86868687,20499.63492,-606.6414141,-379.8124098,2,2000-03-05T00:00:00
Kanger,69.91932059,19852.67445,57.96532201,36.47346072,2,2000-03-05T00:00:00
QHI,93.11688312,10213.28716,-516.2914863,-322.5526696,2.627705628,2000-03-21T00:00:00
Kanger,89.01273885,20215.07785,246.7487615,185.1259731,2,2000-03-21T00:00:00
QHI,102.2034632,20497,-597.4040404,-370.7186147,2,2000-04-06T00:00:00
Kanger,101,20493,-198.522293,-155.383581,2,2000-04-06T00:00:00
QHI,124.005772,14024.95382,-552.2849928,-353.3470418,2.404040404,2000-04-22T00:00:00
Kanger,120.5590941,2732.772824,1630.839349,2959.828733,1.372257608,2000-04-22T00:00:00
QHI,132.7070707,19227.34343,-819.6284271,-537.1991342,2,2000-05-08T00:00:00
Kanger,136.6369427,4079.780609,1735.029016,3513.77707,1.850672328,2000-05-08T00:00:00
QHI,155.6515152,18522.28066,-570.1313131,-395.6399711,2.12049062,2000-05-24T00:00:00
Kanger,156,2575.512385,1867.682236,3431.487615,1.096249115,2000-05-24T00:00:00
QHI,171.5851371,4573.508658,1746.792929,3073.882395,2.329004329,2000-06-09T00:00:00
Kanger,166.8280255,3852.944091,2403.864827,4367.43029,0.822363765,2000-06-09T00:00:00
QHI,189.7388167,8109.803752,3721.929293,5341.910534,0.123376623,2000-06-25T00:00:00
Kanger,185.3099788,3648.27247,3047.448691,4860.412597,1,2000-06-25T00:00:00
QHI,200.984127,4160,4156.251804,6301.388167,0,2000-07-11T00:00:00
Kanger,200,2344.225761,3259.599434,5655.715499,0.109695683,2000-07-11T00:00:00
QHI,213.5901876,4185.292208,4776.020202,6622.155844,0.123376623,2000-07-27T00:00:00
Kanger,212.0658174,2785.985846,2093.883227,3228.434536,3,2000-07-27T00:00:00
QHI,238.005772,4109.001443,4199.655844,4945.067821,3,2000-08-12T00:00:00
Kanger,236,2405.656759,2804.83581,5039.564756,1,2000-08-12T00:00:00
QHI,243,4233,3749.692641,6380.468254,1,2000-08-28T00:00:00
Kanger,256,4233,2265.100495,4332.343949,1,2000-08-28T00:00:00
QHI,263,20696.59596,774.7222222,585.0937951,2,2000-09-13T00:00:00
Kanger,270,4242.237084,2080.961783,4419.477707,1,2000-09-13T00:00:00
QHI,287.5382395,20552.91342,-318.0606061,-203.7518038,2,2000-09-29T00:00:00
Kanger,275.9469214,20497,174.2123142,112.2951168,2,2000-09-29T00:00:00
QHI,301.017316,4204.585859,-1196.199856,-907.3679654,2.994227994,2000-10-15T00:00:00
Kanger,291.0559094,20214.3673,-167.665959,-106.895966,2,2000-10-15T00:00:00
QHI,307,20761.66667,-1059,-656,2.666666667,2000-10-31T00:00:00
Kanger,309.3156405,39333.44444,-520.8796886,-394.5159236,2,2000-10-31T00:00:00
QHI,,,,,,2000-11-16T00:00:00
Kanger,,,,,,2000-11-16T00:00:00
QHI,,,,,,2000-12-02T00:00:00
Kanger,,,,,,2000-12-02T00:00:00
QHI,,,,,,2000-12-18T00:00:00
Kanger,,,,,,2000-12-18T00:00:00
QHI,,,,,,2001-01-01T00:00:00
Kanger,,,,,,2001-01-01T00:00:00
QHI,,,,,,2001-01-17T00:00:00
Kanger,30,20497,-833,-550,2,2001-01-17T00:00:00
QHI,47.98268398,20497,-827.0497835,-522.1305916,2,2001-02-02T00:00:00
Kanger,41.57820241,9460.334041,-661.388535,-423.5958953,2.684359519,2001-02-02T00:00:00
QHI,51.02308802,15621.94805,-1122.247475,-1017.967532,2.226551227,2001-02-18T00:00:00
Kanger,53.7454844,26994.19869,166.7553366,106.2972085,2,2001-02-18T00:00:00
QHI,73.04184704,16925.98846,-570.2099567,-367.3290043,2.220779221,2001-03-06T00:00:00
Kanger,66.68390805,21131.99507,-74.66748768,-45.87931034,2.610837438,2001-03-06T00:00:00
QHI,91.52813853,20681.77633,-575.3362193,-358.7222222,2,2001-03-22T00:00:00
Kanger,89.84571833,20499.54494,-275.363765,-168.9731069,2,2001-03-22T00:00:00
QHI,111,20493,-605.8059163,-378.1904762,2,2001-04-07T00:00:00
Kanger,99.85067233,20493,-294.0580326,-183.920736,2,2001-04-07T00:00:00
QHI,117.5180375,14013.86869,-633.2251082,-399.1645022,2.395382395,2001-04-23T00:00:00
Kanger,125.1903751,19961.03326,-31.89101203,-21.16843595,2.109695683,2001-04-23T00:00:00
QHI,132,20493.75036,-559.7373737,-344.1940837,2,2001-05-09T00:00:00
Kanger,134.0679406,20853.30219,-173.5251238,-152.4472753,2.109695683,2001-05-09T00:00:00
QHI,155.965368,20495.41847,-602.6536797,-446.7907648,2,2001-05-25T00:00:00
Kanger,156,4352.53574,1913.525124,4825.524416,1.096249115,2001-05-25T00:00:00
QHI,161.6702742,11622.94156,436.1875902,488.034632,2.759018759,2001-06-10T00:00:00
Kanger,165,2181,2612.308563,4959.366596,1,2001-06-10T00:00:00
QHI,185,11598.49206,1739.16811,2827.056277,2.535353535,2001-06-26T00:00:00
Kanger,190,4229,3913.268224,6821.152159,1,2001-06-26T00:00:00
QHI,194,4160,3555.724387,5235.92785,0,2001-07-12T00:00:00
Kanger,206,3560.789101,4129.191083,6886.121727,0.684359519,2001-07-12T00:00:00
QHI,223.976912,4220.088745,4230.375902,6921.676768,0.870851371,2001-07-28T00:00:00
Kanger,213,2446.105449,4194.874735,6643.27247,0.157820241,2001-07-28T00:00:00
QHI,232,4228.601732,4256.063492,6616.670996,0.994227994,2001-08-13T00:00:00
Kanger,226.3849965,3462.230007,4097.144374,6399.185421,0.684359519,2001-08-13T00:00:00
QHI,242,3688.20202,3102.347763,5256.875902,0,2001-08-29T00:00:00
Kanger,249,4233,3192.845011,5493.931352,1,2001-08-29T00:00:00
QHI,263.7474747,4224.287879,2590.574315,4639.092352,0.873737374,2001-09-14T00:00:00
Kanger,261,4164,2558.732484,4646.777778,0,2001-09-14T00:00:00
QHI,276,20757,235.3679654,162.9148629,2,2001-09-30T00:00:00
Kanger,276.2618542,5728.825902,2447.878981,3287.417551,2.732484076,2001-09-30T00:00:00
QHI,292.0981241,49198.47042,-791.0412446,-574.7402597,2.232995658,2001-10-16T00:00:00
Kanger,300,19752.0092,1292.41472,963.2484076,2,2001-10-16T00:00:00
QHI,305.2835498,4142.828283,-1227.791486,-955.7647908,3,2001-11-01T00:00:00
Kanger,309.1847134,20360.02265,556.3220099,323.2066525,2.138004246,2001-11-01T00:00:00
QHI,,,,,,2001-11-17T00:00:00
Kanger,,,,,,2001-11-17T00:00:00
QHI,,,,,,2001-12-03T00:00:00
Kanger,,,,,,2001-12-03T00:00:00
QHI,,,,,,2001-12-19T00:00:00
Kanger,,,,,,2001-12-19T00:00:00
QHI,,,,,,2002-01-01T00:00:00
Kanger,,,,,,2002-01-01T00:00:00
QHI,,,,,,2002-01-17T00:00:00
Kanger,30.31068648,22052.47841,-589.3609342,-436.0997877,2.636234961,2002-01-17T00:00:00
QHI,44.05772006,4110,-1086.420635,-688.3088023,3,2002-02-02T00:00:00
Kanger,36.21939137,9972.593772,-413.5442321,-357.8924275,2.813871196,2002-02-02T00:00:00
QHI,62.96536797,20497,-556.2929293,-348.0851371,2,2002-02-18T00:00:00
Kanger,57.86199575,18010.86766,-171.2682236,-105.9766454,2.138004246,2002-02-18T00:00:00
QHI,70.86940837,19769.62915,-602.2871573,-374.9502165,2,2002-03-06T00:00:00
Kanger,70.08846426,20133.83227,-339.7508846,-211.133758,2,2002-03-06T00:00:00
QHI,88,32109.13564,-631.8088023,-413.9689755,2,2002-03-22T00:00:00
Kanger,89.57961783,20497,-243.9936306,-157.5633404,2,2002-03-22T00:00:00
QHI,109.8131313,20493.23954,-655.2647908,-405.1493506,2,2002-04-07T00:00:00
Kanger,100.3021939,20496.1564,-228.0728946,-138.8351026,2,2002-04-07T00:00:00
QHI,126.4300144,20493,-897.5865801,-571.1147186,2,2002-04-23T00:00:00
Kanger,121.3849965,20111.80821,-495.4656759,-317.9667374,2,2002-04-23T00:00:00
QHI,138.7878788,18522.11905,-563.7135642,-422.3304473,2.12049062,2002-05-09T00:00:00
Kanger,142.0127389,5024.775655,2036.36235,3950.26327,2.272469922,2002-05-09T00:00:00
QHI,155.6139971,4089.607504,1025.654401,1190.075758,3,2002-05-25T00:00:00
Kanger,153.6291578,3652.586695,2243.774947,3881.085633,1,2002-05-25T00:00:00
QHI,172.8037518,15861.614,918.6378066,1204.969697,1.833333333,2002-06-10T00:00:00
Kanger,168,4229,3100.210191,5571.968153,1,2002-06-10T00:00:00
QHI,189.7171717,4602.704906,3482.192641,4481.232323,2.88023088,2002-06-26T00:00:00
Kanger,189,4229,3485.646143,6243.523708,1,2002-06-26T00:00:00
QHI,200.988456,4148.178932,3981.391775,5818.782828,0,2002-07-12T00:00:00
Kanger,195.4260439,2446.105449,3879.004246,6319.283086,0.157820241,2002-07-12T00:00:00
QHI,211.5858586,4290.694084,4337.598846,6537.598846,1,2002-07-28T00:00:00
Kanger,221.6836518,4229,3642.747346,6229.064402,1,2002-07-28T00:00:00
QHI,234.8362193,11778.65079,2539.941558,4580.823232,1.212121212,2002-08-13T00:00:00
Kanger,233.6631281,3834.965322,3329.670205,5724.299363,0.813871196,2002-08-13T00:00:00
QHI,254,4164,2524.695527,4572.654401,0,2002-08-29T00:00:00
Kanger,247.1167728,3835.709837,2672.372258,4980.740269,0.813871196,2002-08-29T00:00:00
QHI,257,37979.00433,2614.655123,4075.891775,2.994227994,2002-09-14T00:00:00
Kanger,264,4164,2206.657466,4004.217268,0,2002-09-14T00:00:00
QHI,281.5324675,13637,-107.8845599,-101.4372294,2.784992785,2002-09-30T00:00:00
Kanger,287.1295117,20497.1925,289.6744515,217.3595188,2,2002-09-30T00:00:00
QHI,296.1608947,20497,-284.4379509,-186.6212121,2,2002-10-16T00:00:00
Kanger,293.9447983,4563.338995,390.9313517,334.2922859,2.951875442,2002-10-16T00:00:00
QHI,306.994228,3643.275613,-1426.300144,-1052.814574,3,2002-11-01T00:00:00
Kanger,315.4416136,39965.3581,308.7303609,214.2314225,2.813871196,2002-11-01T00:00:00
QHI,,,,,,2002-11-17T00:00:00
Kanger,,,,,,2002-11-17T00:00:00
QHI,,,,,,2002-12-03T00:00:00
Kanger,,,,,,2002-12-03T00:00:00
QHI,,,,,,2002-12-19T00:00:00
Kanger,,,,,,2002-12-19T00:00:00
QHI,,,,,,2003-01-01T00:00:00
Kanger,,,,,,2003-01-01T00:00:00
QHI,,,,,,2003-01-17T00:00:00
Kanger,31,4110,-550.2519462,-479.4706299,3,2003-01-17T00:00:00
QHI,47.94227994,4404.181818,-925.1291486,-593.0909091,2.994227994,2003-02-02T00:00:00
Kanger,42.78131635,35632.93418,-231.7777778,-260.3517339,2.138004246,2003-02-02T00:00:00
QHI,59.21717172,20497,-640.1464646,-411.3556999,2,2003-02-18T00:00:00
Kanger,63.36871904,42928.83015,528.6503892,366.6602972,2,2003-02-18T00:00:00
QHI,72.01731602,19985.73016,-668.8189033,-431.7611833,2.002886003,2003-03-06T00:00:00
Kanger,65.29582449,32391.2937,784.2561925,643.9617834,3,2003-03-06T00:00:00
QHI,92.87950938,20497,-554.2626263,-346.6948052,2,2003-03-22T00:00:00
Kanger,88.30007077,27357.38995,428.2710545,328.3177636,2.636234961,2003-03-22T00:00:00
QHI,107.1024531,20053.59452,-519.3441558,-321.7092352,2,2003-04-07T00:00:00
Kanger,101.2724699,20493,-83.36093418,-53.32625619,2,2003-04-07T00:00:00
QHI,115.1262626,20493.02309,-548.6810967,-345.9040404,2,2003-04-23T00:00:00
Kanger,115.2476999,20494.19108,322.2285916,228.7806086,2.752300071,2003-04-23T00:00:00
QHI,138,20020.3925,-831.7636224,-594.6349206,2,2003-05-09T00:00:00
Kanger,135.3368719,51477.89667,108.2809625,93.66595895,2.684359519,2003-05-09T00:00:00
QHI,151.1471861,7915.923521,-279.0440115,-197.1948052,2.767676768,2003-05-25T00:00:00
Kanger,158.1096957,4236.898089,2336.546355,4336.2661,1,2003-05-25T00:00:00
QHI,170.3210678,16940.12193,1255.624098,2697.857143,1.875901876,2003-06-10T00:00:00
Kanger,162,3865.200991,2446.680821,4223.773531,1,2003-06-10T00:00:00
QHI,183.1176046,8478.736652,2812.415584,4928.094517,1.11976912,2003-06-26T00:00:00
Kanger,187,3852.944091,3277.530786,5602.084926,0.822363765,2003-06-26T00:00:00
QHI,201.8535354,4238.079365,3792.141414,6693.046898,1,2003-07-12T00:00:00
Kanger,196,2112,3473.490446,5420.034678,0,2003-07-12T00:00:00
QHI,220.3953824,22634.08369,3971.23088,5770.515152,0.733766234,2003-07-28T00:00:00
Kanger,217.7275301,4229,3092.261854,5435.818117,1,2003-07-28T00:00:00
QHI,235.6558442,4229,3440.421356,5894.079365,1,2003-08-13T00:00:00
Kanger,238.2059448,3936.845011,2640.375796,4800.675867,0.861995754,2003-08-13T00:00:00
QHI,241,4164,3018.178932,5260.999278,0,2003-08-29T00:00:00
Kanger,253,2116,2006.612173,3736.236377,0,2003-08-29T00:00:00
QHI,258.5699856,17648.36364,-140.0714286,-95.27489177,2.177489177,2003-09-14T00:00:00
Kanger,259,3770.641897,2115.013447,3860.997169,1,2003-09-14T00:00:00
QHI,285.961039,4252.193362,-337.8917749,-235.0266955,2.994227994,2003-09-30T00:00:00
Kanger,281.5484784,20497.71054,5.130219391,4.242038217,2,2003-09-30T00:00:00
QHI,295.8030303,15776.14069,-1138.217172,-975.5945166,2.289321789,2003-10-16T00:00:00
Kanger,299.3375796,14283.79122,922.2377919,1137.932059,1.704175513,2003-10-16T00:00:00
QHI,305,3510.744589,-1304.843434,-922.2099567,3,2003-11-01T00:00:00
Kanger,307.2710545,19850.56829,40.27317764,2.155697098,2,2003-11-01T00:00:00
QHI,,,,,,2003-11-17T00:00:00
Kanger,,,,,,2003-11-17T00:00:00
QHI,,,,,,2003-12-03T00:00:00
Kanger,,,,,,2003-12-03T00:00:00
QHI,,,,,,2003-12-19T00:00:00
Kanger,,,,,,2003-12-19T00:00:00
QHI,,,,,,2004-01-01T00:00:00
Kanger,,,,,,2004-01-01T00:00:00
QHI,,,,,,2004-01-17T00:00:00
Kanger,32,4110,-1349.443946,-960.0373692,3,2004-01-17T00:00:00
QHI,42.35138122,9963.226519,-1525.374586,-1147.103867,2.661878453,2004-02-02T00:00:00
Kanger,41.56687898,53276.8075,-1755.38995,-1755.381458,2,2004-02-02T00:00:00
QHI,60.22222222,17502.50794,-579.3030303,-375.4357864,2.186147186,2004-02-18T00:00:00
Kanger,52.6334041,20258.91861,-603.338995,-419.6426044,2.138004246,2004-02-18T00:00:00
QHI,77.58297258,19610.41126,-745.1890332,-462.9300144,2.002886003,2004-03-05T00:00:00
Kanger,68,20168.72699,-220.327818,-136.221303,2,2004-03-05T00:00:00
QHI,89.02092352,14845.49711,-649.45671,-402.2041847,2.344155844,2004-03-21T00:00:00
Kanger,89.97311272,20352.98345,-170.4250259,-103.57394,2,2004-03-21T00:00:00
QHI,108.4184704,20493,-680.5707071,-422.2113997,2,2004-04-06T00:00:00
Kanger,102.393489,20256.06794,-363.2193914,-224.1061571,2.138004246,2004-04-06T00:00:00
QHI,124,20493,-659.7662338,-408.8023088,2,2004-04-22T00:00:00
Kanger,119.0318471,20270.88818,-195.6072187,-141.0240623,2,2004-04-22T00:00:00
QHI,133.6060606,20493.01154,-671.9025974,-420.8419913,2,2004-05-08T00:00:00
Kanger,144,2652.054494,1653.951168,3271.670205,1,2004-05-08T00:00:00
QHI,148.9906205,20494.16883,-892.007215,-598.8708514,2,2004-05-24T00:00:00
Kanger,151,3865.200991,1913.423213,3852.66242,1,2004-05-24T00:00:00
QHI,167.1890332,11064.64935,1282.377345,1433.371573,2.988455988,2004-06-09T00:00:00
Kanger,174,4229,2978.374381,5738.857042,1,2004-06-09T00:00:00
QHI,180,18264.3254,3108.020924,4742.672439,1,2004-06-25T00:00:00
Kanger,182.5612173,3640.544232,3815.043171,6184.69356,1,2004-06-25T00:00:00
QHI,205,2117.910534,4384.78355,6246.197691,0,2004-07-11T00:00:00
Kanger,195.2625619,3484.0092,3605.086341,6030.643312,1,2004-07-11T00:00:00
QHI,220,4160,4310.505051,6679.472583,0,2004-07-27T00:00:00
Kanger,218,4229,3467.452937,6618.095541,1,2004-07-27T00:00:00
QHI,234.1565657,4160.199134,3904.721501,6401.061328,0.002886003,2004-08-12T00:00:00
Kanger,231.7147912,3336.132343,3158.767162,5735.852088,0.684359519,2004-08-12T00:00:00
QHI,241,4164,3819.113997,5962.565657,0,2004-08-28T00:00:00
Kanger,247.1549894,3805.663836,2702.895966,5254.581741,0.109695683,2004-08-28T00:00:00
QHI,268.988456,4164,2639.150072,4784.57215,0,2004-09-13T00:00:00
Kanger,259,4164,2169.099788,4326.534324,0,2004-09-13T00:00:00
QHI,275.3549784,15782.329,133.5901876,89.8030303,2.215007215,2004-09-29T00:00:00
Kanger,274.363765,19752.0092,693.4394904,529.7629158,2,2004-09-29T00:00:00
QHI,290.3722944,20599.79942,-282.97114,-182.7012987,2,2004-10-15T00:00:00
Kanger,297.2760085,23092.21939,1510.428875,2643.653928,1.946921444,2004-10-15T00:00:00
QHI,306.9967186,36843.85972,-1049,-1613.010664,3,2004-10-31T00:00:00
Kanger,313.4118896,22632.84147,-1084.186837,-803.9377212,2,2004-10-31T00:00:00
QHI,,,,,,2004-11-16T00:00:00
Kanger,,,,,,2004-11-16T00:00:00
QHI,,,,,,2004-12-02T00:00:00
Kanger,,,,,,2004-12-02T00:00:00
QHI,,,,,,2004-12-18T00:00:00
Kanger,,,,,,2004-12-18T00:00:00
QHI,,,,,,2005-01-01T00:00:00
Kanger,,,,,,2005-01-01T00:00:00
QHI,,,,,,2005-01-17T00:00:00
Kanger,30.89030432,35127.21161,-679.1677282,-524.1832979,3,2005-01-17T00:00:00
QHI,38.93650794,15903.21068,-1413.462482,-1213.637085,2.401154401,2005-02-02T00:00:00
Kanger,35.98796886,7161.355272,101.9462137,63.51096957,2.813871196,2005-02-02T00:00:00
QHI,52.02886003,19985.33478,-732.5541126,-535.1659452,2.005772006,2005-02-18T00:00:00
Kanger,55.7940552,7965.385704,670.3708422,681.158528,3,2005-02-18T00:00:00
QHI,73.03463203,16887.30447,-547.3679654,-341.1890332,2.226551227,2005-03-06T00:00:00
Kanger,73.63269639,19887.14862,1356.361642,3231.462845,1,2005-03-06T00:00:00
QHI,87.55339105,15843.86364,-653.3838384,-415.474026,2.289321789,2005-03-22T00:00:00
Kanger,91.55201699,4169.408351,2037.51097,2673.674452,3,2005-03-22T00:00:00
QHI,106.8246753,16822.21356,-539.8326118,-336.3463203,2.217893218,2005-04-07T00:00:00
Kanger,104.4196745,11076.42251,633.9759377,1468.485492,2.574663836,2005-04-07T00:00:00
QHI,118.2229437,20029.02309,-814.541847,-536.1349206,2,2005-04-23T00:00:00
Kanger,121.3701345,20210.5598,-219.3135173,-135.447983,2,2005-04-23T00:00:00
QHI,135.011544,20459.72439,-745.1089466,-503.9220779,2.005772006,2005-05-09T00:00:00
Kanger,142.1776362,4006.888181,1477.364473,3768.818117,1,2005-05-09T00:00:00
QHI,145.7106782,37120.72872,-1194.795094,-1206.185426,2.40981241,2005-05-25T00:00:00
Kanger,155.3722576,4301,1597.065817,3340.268931,1,2005-05-25T00:00:00
QHI,173.6392496,4319.936508,2527.749639,3929.305195,1.354978355,2005-06-10T00:00:00
Kanger,165,3590.466384,1704.778485,3555.152866,1,2005-06-10T00:00:00
QHI,189,4160,3017.616162,4905.669553,0,2005-06-26T00:00:00
Kanger,178.7940552,3582.568294,1979.227176,3992.708422,1,2005-06-26T00:00:00
QHI,207.1890332,4160,3652.712121,6008.919192,0,2005-07-12T00:00:00
Kanger,208,4229,2733.343949,5172.558386,1,2005-07-12T00:00:00
QHI,215.7821068,4160,3997.943723,6047.406926,0,2005-07-28T00:00:00
Kanger,217,4229,2957.118896,5632.933475,1,2005-07-28T00:00:00
QHI,226,4160,3783.767677,6391.272727,0,2005-08-13T00:00:00
Kanger,226,4229,3291.292286,6027.18259,1,2005-08-13T00:00:00
QHI,244,4233,3117.478355,5563.321068,1,2005-08-29T00:00:00
Kanger,254,4164,2613.522293,5098.130219,0,2005-08-29T00:00:00
QHI,264.953824,4110.023088,1041.541847,1233.150794,3,2005-09-14T00:00:00
Kanger,259,4164,2552.35598,4809.126681,0,2005-09-14T00:00:00
QHI,279.8636364,3895.544012,-152.3492063,-99.64069264,3,2005-09-30T00:00:00
Kanger,285.9858457,19717.76716,727.9922151,643.6022647,1.951875442,2005-09-30T00:00:00
QHI,295,20498.50072,-510.2207792,-321.0353535,2,2005-10-16T00:00:00
Kanger,296.6192498,23810.38429,390.7544232,258.631281,2,2005-10-16T00:00:00
QHI,306.5324675,45715.5671,-1799.577201,-1324.981962,2.235209235,2005-11-01T00:00:00
Kanger,307.8243021,20500.1757,-233.454844,-162.9679803,2,2005-11-01T00:00:00
QHI,,,,,,2005-11-17T00:00:00
Kanger,,,,,,2005-11-17T00:00:00
QHI,,,,,,2005-12-03T00:00:00
Kanger,,,,,,2005-12-03T00:00:00
