"Spp","Plot.ID","Year","P1","P2","P3","P4","P5","P6","P7","P1_before","P2_before","P3_before","P4_before","P5_before","P6_before","P7_before"
DRYINT,8,2013,145,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
DRYINT,9,2013,145,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
DRYINT,10,2013,142,178,181,196,199,NA,NA,141,177,180,195,198,NA,NA
DRYINT,11,2013,142,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA
DRYINT,12,2013,145,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
DRYINT,13,2013,145,178,184,188,NA,NA,NA,144,177,183,187,NA,NA,NA
DRYINT,14,2013,142,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA
DRYINT,15,2013,145,181,188,199,NA,NA,NA,144,180,187,198,NA,NA,NA
DRYINT,16,2013,145,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
DRYINT,17,2013,145,181,184,199,NA,NA,NA,144,180,183,198,NA,NA,NA
DRYINT,18,2013,145,181,184,190,210,NA,NA,144,180,183,189,208,NA,NA
DRYINT,19,2013,145,178,184,188,199,NA,NA,144,177,183,187,198,NA,NA
DRYINT,20,2013,142,172,184,199,202,NA,NA,141,171,183,198,201,NA,NA
ERIVAG,1,2013,148,148,154,NA,NA,NA,NA,147,147,153,NA,NA,NA,NA
ERIVAG,2,2013,148,148,NA,NA,NA,NA,NA,147,147,NA,NA,NA,NA,NA
ERIVAG,3,2013,148,148,151,NA,NA,NA,NA,147,147,150,NA,NA,NA,NA
ERIVAG,4,2013,145,148,NA,NA,NA,NA,NA,144,147,NA,NA,NA,NA,NA
ERIVAG,5,2013,145,148,151,NA,NA,NA,NA,144,147,150,NA,NA,NA,NA
ERIVAG,6,2013,142,148,148,NA,NA,NA,NA,141,147,147,NA,NA,NA,NA
ERIVAG,7,2013,145,148,154,NA,NA,NA,NA,144,147,153,NA,NA,NA,NA
ERIVAG,8,2013,148,148,151,NA,NA,NA,NA,147,147,150,NA,NA,NA,NA
ERIVAG,9,2013,148,NA,154,NA,NA,NA,NA,147,NA,153,NA,NA,NA,NA
ERIVAG,10,2013,145,148,148,NA,NA,NA,NA,144,147,147,NA,NA,NA,NA
ERIVAG,11,2013,142,148,148,NA,NA,NA,NA,141,147,147,NA,NA,NA,NA
ERIVAG,12,2013,145,148,154,NA,NA,NA,NA,144,147,153,NA,NA,NA,NA
ERIVAG,13,2013,148,148,NA,NA,NA,NA,NA,147,147,NA,NA,NA,NA,NA
ERIVAG,14,2013,145,148,154,NA,NA,NA,NA,144,147,153,NA,NA,NA,NA
ERIVAG,15,2013,145,148,154,NA,NA,NA,NA,144,147,153,NA,NA,NA,NA
ERIVAG,16,2013,145,148,148,NA,NA,NA,NA,144,147,147,NA,NA,NA,NA
ERIVAG,17,2013,142,NA,154,NA,NA,NA,NA,141,NA,153,NA,NA,NA,NA
ERIVAG,18,2013,145,148,154,NA,NA,NA,NA,144,147,153,NA,NA,NA,NA
ERIVAG,19,2013,142,148,122,NA,NA,NA,NA,141,147,118,NA,NA,NA,NA
ERIVAG,20,2013,142,148,148,NA,NA,NA,NA,141,147,147,NA,NA,NA,NA
SALARC,F1,2013,160,178,NA,NA,216,241,214,159,177,NA,NA,214,240,213
SALARC,F10,2013,154,166,NA,NA,216,237,245,153,165,NA,NA,214,236,241
SALARC,F2,2013,NA,166,NA,NA,216,237,245,NA,165,NA,NA,214,236,241
SALARC,F3,2013,160,166,NA,NA,205,237,245,159,165,NA,NA,204,236,241
SALARC,F4,2013,160,166,NA,NA,223,237,245,159,165,NA,NA,222,236,241
SALARC,F5,2013,160,166,190,NA,241,NA,249,159,165,189,NA,240,NA,245
SALARC,F6,2013,154,166,NA,NA,213,234,236,153,165,NA,NA,211,232,235
SALARC,F7,2013,154,166,NA,NA,223,237,252,153,165,NA,NA,222,236,249
SALARC,F8,2013,154,166,NA,NA,205,237,245,153,165,NA,NA,204,236,241
SALARC,F9,2013,154,166,NA,184,205,237,245,153,165,NA,183,204,236,241
SALARC,M1,2013,NA,166,NA,NA,210,241,249,NA,165,NA,NA,208,240,245
SALARC,M10,2013,154,166,184,NA,205,241,249,153,165,183,NA,204,240,245
SALARC,M2,2013,160,178,NA,NA,234,241,249,159,177,NA,NA,232,240,245
SALARC,M3,2013,160,175,NA,NA,254,268,249,159,174,NA,NA,252,254,245
SALARC,M4,2013,160,166,184,NA,223,241,249,159,165,183,NA,222,240,245
SALARC,M5,2013,160,172,181,NA,223,241,249,159,171,180,NA,222,240,245
SALARC,M6,2013,154,166,NA,NA,216,237,245,153,165,NA,NA,214,236,241
SALARC,M7,2013,154,184,NA,NA,220,234,245,153,183,NA,NA,219,232,241
SALARC,M8,2013,154,166,NA,NA,213,237,249,153,165,NA,NA,211,236,245
SALARC,M9,2013,154,166,NA,NA,205,234,245,153,165,NA,NA,204,232,241
DRYINT,1,2012,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
DRYINT,2,2012,120,NA,180,183,189,NA,NA,117,NA,179,182,188,NA,NA
DRYINT,3,2012,135,171,174,183,183,NA,NA,132,170,173,182,182,NA,NA
DRYINT,4,2012,120,180,183,186,189,NA,NA,117,179,182,185,188,NA,NA
DRYINT,5,2012,135,177,177,186,195,NA,NA,132,176,176,185,194,NA,NA
DRYINT,6,2012,135,183,186,189,195,NA,NA,132,182,185,188,194,NA,NA
DRYINT,7,2012,135,177,180,189,195,NA,NA,132,176,179,188,194,NA,NA
DRYINT,8,2012,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
DRYINT,9,2012,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
DRYINT,10,2012,135,174,174,183,186,NA,NA,132,173,173,182,185,NA,NA
DRYINT,11,2012,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
DRYINT,12,2012,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
DRYINT,13,2012,135,177,177,186,189,NA,NA,132,176,176,185,188,NA,NA
DRYINT,14,2012,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
DRYINT,15,2012,141,174,174,189,192,NA,NA,138,173,173,188,191,NA,NA
DRYINT,16,2012,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
DRYINT,17,2012,135,NA,180,NA,NA,NA,NA,132,NA,179,NA,NA,NA,NA
DRYINT,18,2012,141,180,186,NA,NA,NA,NA,138,179,185,NA,NA,NA,NA
DRYINT,19,2012,135,NA,186,NA,NA,NA,NA,132,NA,185,NA,NA,NA,NA
DRYINT,20,2012,135,180,183,NA,NA,NA,NA,132,179,182,NA,NA,NA,NA
ERIVAG,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERIVAG,2,2012,144,144,NA,NA,NA,NA,NA,141,141,NA,NA,NA,NA,NA
ERIVAG,3,2012,141,141,144,NA,NA,NA,NA,138,138,141,NA,NA,NA,NA
ERIVAG,4,2012,144,144,NA,NA,NA,NA,NA,141,141,NA,NA,NA,NA,NA
ERIVAG,5,2012,141,141,144,NA,NA,NA,NA,138,138,141,NA,NA,NA,NA
ERIVAG,6,2012,141,141,144,NA,NA,NA,NA,138,138,141,NA,NA,NA,NA
ERIVAG,7,2012,141,141,144,NA,NA,NA,NA,138,138,141,NA,NA,NA,NA
ERIVAG,8,2012,141,141,144,NA,NA,NA,NA,138,138,141,NA,NA,NA,NA
ERIVAG,9,2012,141,141,156,NA,NA,NA,NA,138,138,155,NA,NA,NA,NA
ERIVAG,10,2012,141,141,147,NA,NA,NA,NA,138,138,144,NA,NA,NA,NA
ERIVAG,11,2012,141,141,144,NA,NA,NA,NA,138,138,141,NA,NA,NA,NA
ERIVAG,12,2012,141,141,144,NA,NA,NA,NA,138,138,141,NA,NA,NA,NA
ERIVAG,13,2012,141,141,144,NA,NA,NA,NA,138,138,141,NA,NA,NA,NA
ERIVAG,14,2012,141,141,144,NA,NA,NA,NA,138,138,141,NA,NA,NA,NA
ERIVAG,15,2012,141,141,144,NA,NA,NA,NA,138,138,141,NA,NA,NA,NA
ERIVAG,16,2012,141,141,144,NA,NA,NA,NA,138,138,141,NA,NA,NA,NA
ERIVAG,17,2012,141,141,144,NA,NA,NA,NA,138,138,141,NA,NA,NA,NA
ERIVAG,18,2012,141,141,147,NA,NA,NA,NA,138,138,144,NA,NA,NA,NA
ERIVAG,19,2012,141,141,144,NA,NA,NA,NA,138,138,141,NA,NA,NA,NA
ERIVAG,20,2012,141,141,144,NA,NA,NA,NA,138,138,141,NA,NA,NA,NA
SALARC,F1,2012,147,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
SALARC,F10,2012,147,159,177,NA,204,NA,NA,144,158,176,NA,203,NA,NA
SALARC,F2,2012,147,165,NA,NA,NA,NA,NA,144,164,NA,NA,NA,NA,NA
SALARC,F3,2012,147,165,NA,NA,NA,NA,NA,144,164,NA,NA,NA,NA,NA
SALARC,F4,2012,147,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
SALARC,F5,2012,144,159,NA,NA,219,NA,NA,141,158,NA,NA,218,NA,NA
SALARC,F6,2012,141,163,NA,NA,219,241,NA,138,161,NA,NA,218,239,NA
SALARC,F7,2012,141,163,NA,NA,219,231,NA,138,161,NA,NA,218,230,NA
SALARC,F8,2012,147,153,NA,NA,213,NA,NA,144,150,NA,NA,212,NA,NA
SALARC,F9,2012,141,147,174,NA,213,NA,NA,138,144,173,NA,212,NA,NA
SALARC,M1,2012,147,165,NA,NA,NA,NA,NA,144,164,NA,NA,NA,NA,NA
SALARC,M10,2012,147,154,168,NA,192,NA,NA,144,153,167,NA,191,NA,NA
SALARC,M2,2012,147,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
SALARC,M3,2012,147,168,NA,NA,NA,NA,NA,144,167,NA,NA,NA,NA,NA
SALARC,M4,2012,147,159,168,NA,213,NA,NA,144,158,167,NA,212,NA,NA
SALARC,M5,2012,144,165,NA,NA,219,NA,NA,141,164,NA,NA,218,NA,NA
SALARC,M6,2012,147,147,NA,NA,213,NA,NA,144,144,NA,NA,212,NA,NA
SALARC,M7,2012,141,156,NA,NA,189,NA,NA,138,155,NA,NA,188,NA,NA
SALARC,M8,2012,147,153,NA,NA,219,NA,NA,144,150,NA,NA,218,NA,NA
SALARC,M9,2012,147,153,171,NA,219,NA,NA,144,150,170,NA,218,NA,NA
DRYINT,1,2011,141,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA
DRYINT,2,2011,141,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA
DRYINT,3,2011,141,177,183,192,199,NA,NA,138,174,180,189,198,NA,NA
DRYINT,4,2011,141,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA
DRYINT,5,2011,141,177,180,192,201,NA,NA,138,174,177,189,199,NA,NA
DRYINT,6,2011,141,186,189,196,199,NA,NA,138,183,186,195,198,NA,NA
DRYINT,7,2011,141,174,177,199,199,NA,NA,138,171,174,198,198,NA,NA
DRYINT,8,2011,141,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA
DRYINT,9,2011,141,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA
DRYINT,10,2011,141,174,177,192,199,NA,NA,138,171,174,189,198,NA,NA
DRYINT,11,2011,141,174,177,192,199,NA,NA,138,171,174,189,198,NA,NA
DRYINT,12,2011,141,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA
DRYINT,13,2011,141,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA
DRYINT,14,2011,141,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA
DRYINT,15,2011,141,183,186,189,201,NA,NA,138,180,183,186,199,NA,NA
DRYINT,16,2011,141,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA
DRYINT,17,2011,141,183,186,189,201,NA,NA,138,180,183,186,199,NA,NA
DRYINT,18,2011,141,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA
DRYINT,19,2011,141,171,183,192,199,NA,NA,138,168,180,189,198,NA,NA
DRYINT,20,2011,141,177,186,196,199,NA,NA,138,174,183,195,198,NA,NA
ERIVAG,1,2011,144,150,153,NA,NA,NA,NA,141,147,150,NA,NA,NA,NA
ERIVAG,2,2011,141,144,168,NA,NA,NA,NA,138,141,165,NA,NA,NA,NA
ERIVAG,3,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,4,2011,141,144,168,NA,NA,NA,NA,138,141,165,NA,NA,NA,NA
ERIVAG,5,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,6,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,7,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,8,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,9,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,10,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,11,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,12,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,13,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,14,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,15,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,16,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,17,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,18,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,19,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
ERIVAG,20,2011,141,144,153,NA,NA,NA,NA,138,141,150,NA,NA,NA,NA
SALARC,F1,2011,147,186,NA,NA,NA,NA,NA,144,183,NA,NA,NA,NA,NA
SALARC,F10,2011,144,150,NA,196,261,233,NA,141,147,NA,195,244,231,NA
SALARC,F2,2011,147,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
SALARC,F3,2011,147,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
SALARC,F4,2011,144,186,NA,NA,216,NA,NA,141,183,NA,NA,213,NA,NA
SALARC,F5,2011,144,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA
SALARC,F6,2011,144,156,NA,NA,216,230,NA,141,153,NA,NA,213,228,NA
SALARC,F7,2011,144,183,NA,NA,230,233,NA,141,180,NA,NA,228,231,NA
SALARC,F8,2011,144,186,NA,NA,230,235,NA,141,183,NA,NA,228,234,NA
SALARC,F9,2011,144,150,NA,227,210,233,NA,141,147,NA,225,207,231,NA
SALARC,M1,2011,147,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
SALARC,M10,2011,144,150,196,NA,201,233,NA,141,147,195,NA,199,231,NA
SALARC,M2,2011,147,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
SALARC,M3,2011,147,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
SALARC,M4,2011,144,159,NA,NA,201,233,NA,141,156,NA,NA,199,231,NA
SALARC,M5,2011,144,171,NA,NA,230,233,NA,141,168,NA,NA,228,231,NA
SALARC,M6,2011,144,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA
SALARC,M7,2011,144,186,NA,NA,201,235,NA,141,183,NA,NA,199,234,NA
SALARC,M8,2011,144,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA
SALARC,M9,2011,144,153,NA,NA,216,230,NA,141,150,NA,NA,213,228,NA
DRYINT,1,2010,113,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA
DRYINT,2,2010,113,188,191,197,200,NA,NA,110,185,189,194,199,NA,NA
DRYINT,3,2010,116,176,185,197,200,NA,NA,113,173,182,194,199,NA,NA
DRYINT,4,2010,110,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA
DRYINT,5,2010,110,182,182,191,197,NA,NA,107,179,179,189,194,NA,NA
DRYINT,6,2010,146,176,182,189,203,NA,NA,143,173,179,188,200,NA,NA
DRYINT,7,2010,146,171,179,197,203,NA,NA,143,170,176,194,200,NA,NA
DRYINT,8,2010,146,188,191,199,200,NA,NA,143,185,189,197,199,NA,NA
DRYINT,9,2010,146,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA
DRYINT,10,2010,140,176,179,197,200,NA,NA,137,173,176,194,199,NA,NA
DRYINT,11,2010,146,179,185,197,200,NA,NA,143,176,182,194,199,NA,NA
DRYINT,12,2010,146,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA
DRYINT,13,2010,146,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA
DRYINT,14,2010,149,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA
DRYINT,15,2010,149,179,188,197,NA,NA,NA,146,176,185,194,NA,NA,NA
DRYINT,16,2010,149,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA
DRYINT,17,2010,146,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA
DRYINT,18,2010,146,NA,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA
DRYINT,19,2010,149,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA
DRYINT,20,2010,149,188,191,197,203,NA,NA,146,185,189,194,200,NA,NA
ERIVAG,1,2010,149,155,158,NA,NA,NA,NA,146,152,157,NA,NA,NA,NA
ERIVAG,2,2010,149,155,161,NA,NA,NA,NA,146,152,158,NA,NA,NA,NA
ERIVAG,3,2010,149,155,158,NA,NA,NA,NA,146,152,157,NA,NA,NA,NA
ERIVAG,4,2010,149,155,161,NA,NA,NA,NA,146,152,158,NA,NA,NA,NA
ERIVAG,5,2010,149,155,158,NA,NA,NA,NA,146,152,157,NA,NA,NA,NA
ERIVAG,6,2010,149,155,157,NA,NA,NA,NA,146,152,155,NA,NA,NA,NA
ERIVAG,7,2010,149,155,158,NA,NA,NA,NA,146,152,157,NA,NA,NA,NA
ERIVAG,8,2010,149,176,NA,NA,NA,NA,NA,146,173,NA,NA,NA,NA,NA
ERIVAG,9,2010,149,171,NA,NA,NA,NA,NA,146,170,NA,NA,NA,NA,NA
ERIVAG,10,2010,149,158,158,NA,NA,NA,NA,146,157,157,NA,NA,NA,NA
ERIVAG,11,2010,149,155,155,NA,NA,NA,NA,146,152,152,NA,NA,NA,NA
ERIVAG,12,2010,149,155,NA,NA,NA,NA,NA,146,152,NA,NA,NA,NA,NA
ERIVAG,13,2010,149,171,NA,NA,NA,NA,NA,146,170,NA,NA,NA,NA,NA
ERIVAG,14,2010,149,155,155,NA,NA,NA,NA,146,152,152,NA,NA,NA,NA
ERIVAG,15,2010,149,155,155,NA,NA,NA,NA,146,152,152,NA,NA,NA,NA
ERIVAG,16,2010,149,155,155,NA,NA,NA,NA,146,152,152,NA,NA,NA,NA
ERIVAG,17,2010,149,155,155,NA,NA,NA,NA,146,152,152,NA,NA,NA,NA
ERIVAG,18,2010,146,155,155,NA,NA,NA,NA,143,152,152,NA,NA,NA,NA
ERIVAG,19,2010,146,155,158,NA,NA,NA,NA,143,152,157,NA,NA,NA,NA
ERIVAG,20,2010,146,155,155,NA,NA,NA,NA,143,152,152,NA,NA,NA,NA
SALARC,F1,2010,149,182,NA,203,232,232,245,146,179,NA,200,230,230,242
SALARC,F10,2010,149,158,NA,176,221,232,245,146,155,NA,173,218,230,242
SALARC,F2,2010,152,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA
SALARC,F3,2010,149,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA
SALARC,F4,2010,149,161,NA,191,221,232,242,146,158,NA,189,218,230,239
SALARC,F5,2010,149,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA
SALARC,F6,2010,149,161,NA,203,212,232,242,146,158,NA,200,209,230,239
SALARC,F7,2010,149,161,NA,179,221,242,245,146,158,NA,176,218,239,242
SALARC,F8,2010,149,161,NA,176,212,242,245,146,158,NA,173,209,239,242
SALARC,F9,2010,149,161,NA,171,221,232,245,146,158,NA,170,218,230,242
SALARC,M1,2010,152,161,191,NA,232,NA,245,149,158,189,NA,230,NA,242
SALARC,M10,2010,149,155,167,NA,221,232,248,146,152,164,NA,218,230,245
SALARC,M2,2010,149,161,NA,NA,NA,NA,NA,146,158,NA,NA,NA,NA,NA
SALARC,M3,2010,149,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA
SALARC,M4,2010,149,161,171,NA,212,232,239,146,158,170,NA,209,230,236
SALARC,M5,2010,149,161,171,NA,221,232,239,146,158,170,NA,218,230,236
SALARC,M6,2010,149,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA
SALARC,M7,2010,149,161,171,NA,212,242,245,146,158,170,NA,209,239,242
SALARC,M8,2010,149,155,171,NA,221,248,245,146,152,170,NA,218,245,242
SALARC,M9,2010,149,158,171,NA,212,NA,NA,146,155,170,NA,209,NA,NA
DRYINT,1,2009,127,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA
DRYINT,2,2009,127,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA
DRYINT,3,2009,127,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA
DRYINT,4,2009,127,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA
DRYINT,5,2009,127,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA
DRYINT,6,2009,127,181,187,211,214,NA,NA,124,178,184,208,211,NA,NA
DRYINT,7,2009,127,172,187,193,214,NA,NA,124,169,184,190,211,NA,NA
DRYINT,8,2009,127,184,190,193,214,NA,NA,124,181,189,190,211,NA,NA
DRYINT,9,2009,127,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA
DRYINT,10,2009,127,181,187,196,205,NA,NA,124,178,184,193,202,NA,NA
DRYINT,11,2009,127,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA
DRYINT,12,2009,127,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA
DRYINT,13,2009,127,181,187,196,205,NA,NA,124,178,184,193,202,NA,NA
DRYINT,14,2009,127,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA
DRYINT,15,2009,127,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA
DRYINT,16,2009,127,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA
DRYINT,17,2009,127,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA
DRYINT,18,2009,127,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA
